FID IID thr_wing
8N06616 8N06616 81.07
8N06617 8N06617 81.07
8N06617 8N06617 80.09
8N06617 8N06617 NA
8N06618 8N06618 78.07
8N06619 8N06619 84.07
8N06619 8N06619 82.09
8N06620 8N06620 78.07
8N06621 8N06621 79.07
8N06622 8N06622 81.07
8N06623 8N06623 84.07
8N06624 8N06624 81.07
8N06624 8N06624 80.09
8N06624 8N06624 NA
8N06625 8N06625 80.07
8N06625 8N06625 81.31
8N06625 8N06625 NA
8N06625 8N06625 80.09
8N06626 8N06626 83.07
8N06627 8N06627 80.07
8N06627 8N06627 79.09
8N06627 8N06627 NA
8N06627 8N06627 80.09
8N06628 8N06628 83.07
8N06629 8N06629 83.07
8N06629 8N06629 82.31
8N06629 8N06629 NA
8N06629 8N06629 NA
8N06629 8N06629 83.09
8N06629 8N06629 84
8N06630 8N06630 83.07
8N06630 8N06630 83.09
8N06630 8N06630 NA
8N06631 8N06631 80.07
8N06632 8N06632 82.07
8N06633 8N06633 78.07
8N06634 8N06634 78.07
8N06635 8N06635 78.07
8N06635 8N06635 80.31
8N06635 8N06635 NA
8N06635 8N06635 NA
8N06636 8N06636 81.07
8N06636 8N06636 NA
8N06637 8N06637 78.07
8N06638 8N06638 77.07
8N06639 8N06639 79.07
8N06639 8N06639 78.09
8N06639 8N06639 79.09
8N06640 8N06640 78.07
8N06641 8N06641 84.07
8N06641 8N06641 84.09
8N06641 8N06641 84.09
8N06642 8N06642 76.07
8N06642 8N06642 77.31
8N06642 8N06642 NA
8N06642 8N06642 77.09
8N06642 8N06642 76.92
8N06643 8N06643 80.07
8N06644 8N06644 80.07
8N06644 8N06644 79.09
8N06645 8N06645 78.07
8N06645 8N06645 78.09
8N06645 8N06645 79
8N06646 8N06646 80.07
8N06647 8N06647 78.07
8N06647 8N06647 80.31
8N06647 8N06647 NA
8N06648 8N06648 84.07
8N06648 8N06648 85.31
8N06648 8N06648 83.09
8N06648 8N06648 86
8N06649 8N06649 78.07
8N06650 8N06650 79.07
8N06651 8N06651 76.07
8N06651 8N06651 76.09
8N06651 8N06651 NA
8N06652 8N06652 84.07
8N06653 8N06653 76.07
8N06654 8N06654 83.07
8N06654 8N06654 83.09
8N06654 8N06654 NA
8N06654 8N06654 82.09
8N06655 8N06655 82.71
8N06656 8N06656 83.71
8N06657 8N06657 77.71
8N06657 8N06657 77.09
8N06658 8N06658 82.71
8N06659 8N06659 77.71
8N06660 8N06660 77.71
8N06660 8N06660 79.31
8N06660 8N06660 NA
8N06661 8N06661 78.71
8N06662 8N06662 77.71
8N06663 8N06663 84.71
8N06664 8N06664 85.71
8N06664 8N06664 84.09
8N06664 8N06664 NA
8N06664 8N06664 84.09
8N06665 8N06665 81.71
8N06665 8N06665 83.09
8N06665 8N06665 NA
8N06666 8N06666 83.71
8N06667 8N06667 79.71
8N06667 8N06667 78.09
8N06667 8N06667 NA
8N06667 8N06667 78.09
8N06667 8N06667 78
8N06668 8N06668 79.71
8N06669 8N06669 80.71
8N06669 8N06669 78.09
8N06669 8N06669 NA
8N06670 8N06670 78.35
8N06670 8N06670 77.31
8N06671 8N06671 80.35
8N06672 8N06672 78.35
8N06673 8N06673 82.35
8N06674 8N06674 81.35
8N06675 8N06675 79.35
8N06676 8N06676 82.35
8N06677 8N06677 79.35
8N06678 8N06678 81.71
8N06679 8N06679 82.71
8N06680 8N06680 79.71
8N06681 8N06681 78.71
8N06682 8N06682 82.71
8N06683 8N06683 80.71
8N06684 8N06684 81
8N06685 8N06685 76
8N06686 8N06686 81
8N06687 8N06687 85
8N06688 8N06688 80
8N06689 8N06689 79
8N06690 8N06690 80
8N06691 8N06691 80
8N06692 8N06692 81
8N06693 8N06693 80
8N06694 8N06694 76
8N06695 8N06695 80
8N06696 8N06696 79
8N06697 8N06697 78
8N06698 8N06698 80
8N06699 8N06699 84
8N06700 8N06700 81
8N06727 8N06727 NA
8N06727 8N06727 83
8N06727 8N06727 NA
8N06736 8N06736 NA
8N06740 8N06740 81.92
8N06740 8N06740 NA
8N06740 8N06740 80.03
8N06740 8N06740 80
8N06740 8N06740 80.73
8N06740 8N06740 74.05
8N06740 8N06740 80.05
8N06749 8N06749 82.43
8N06749 8N06749 82.62
8N06776 8N06776 80.62
8N06776 8N06776 81.86
8N06776 8N06776 82.43
8N06776 8N06776 82.31
8N06776 8N06776 83.92
8N06781 8N06781 82.09
8N06782 8N06782 78.43
8N06782 8N06782 80.71
8N06783 8N06783 78.43
8N06783 8N06783 78.62
8N06783 8N06783 79.03
8N06783 8N06783 78.05
8N06783 8N06783 77.05
8N06786 8N06786 NA
8N06786 8N06786 NA
8N06786 8N06786 84.92
8N06786 8N06786 83.92
8N06786 8N06786 78.03
8N06786 8N06786 83.55
8N06786 8N06786 85
8N06787 8N06787 79.62
8N06787 8N06787 81.43
8N06787 8N06787 80
8N06787 8N06787 80.09
8N06787 8N06787 NA
8N06787 8N06787 80.09
8N06787 8N06787 81
8N06787 8N06787 83
8N06800 8N06800 77.03
8N06800 8N06800 78.92
8N06800 8N06800 79.28
8N06800 8N06800 78.86
8N06808 8N06808 75.09
8N06808 8N06808 78.03
8N06813 8N06813 80.71
8N06820 8N06820 78.97
8N06821 8N06821 82.86
8N06821 8N06821 82.86
8N06822 8N06822 80.97
8N06823 8N06823 79.86
8N06824 8N06824 77.97
8N06825 8N06825 80.97
8N06826 8N06826 80.97
8N06827 8N06827 78.86
8N06828 8N06828 80.86
8N06829 8N06829 81.97
8N06830 8N06830 78.97
8N06831 8N06831 78.86
8N06832 8N06832 78.86
8N06832 8N06832 NA
8N06833 8N06833 78.86
8N06834 8N06834 81.97
8N06835 8N06835 81.86
8N06836 8N06836 78.97
8N06837 8N06837 78.86
8N06837 8N06837 78.92
8N06837 8N06837 79.86
8N06837 8N06837 80.05
8N06837 8N06837 NA
8N06838 8N06838 78.86
8N06839 8N06839 76.97
8N06840 8N06840 78.97
8N06841 8N06841 78.97
8N06842 8N06842 80.97
8N06843 8N06843 77.97
8N06843 8N06843 78.92
8N06843 8N06843 79.86
8N06843 8N06843 NA
8N06844 8N06844 75.97
8N06845 8N06845 80.97
8N06846 8N06846 78.97
8N06847 8N06847 78.86
8N06848 8N06848 81.97
8N06849 8N06849 80.86
8N06850 8N06850 78.86
8N06851 8N06851 80.86
8N06852 8N06852 78.86
8N06853 8N06853 77.86
8N06853 8N06853 NA
8N06854 8N06854 77.97
8N06855 8N06855 77.86
8N06856 8N06856 83.97
8N06857 8N06857 77.86
8N06858 8N06858 83.86
8N06859 8N06859 80.86
8N06859 8N06859 81.86
8N06859 8N06859 81.05
8N06860 8N06860 79.86
8N06861 8N06861 80.97
8N06862 8N06862 80.97
8N06862 8N06862 83.86
8N06862 8N06862 83.92
8N06862 8N06862 NA
8N06863 8N06863 81.86
8N06864 8N06864 80.86
8N06864 8N06864 81.86
8N06864 8N06864 NA
8N06865 8N06865 80.86
8N06866 8N06866 79.86
8N06867 8N06867 80.86
8N06867 8N06867 80.05
8N06867 8N06867 NA
8N06868 8N06868 80.86
8N06869 8N06869 79.97
8N06870 8N06870 77.86
8N06871 8N06871 81.97
8N06872 8N06872 80.86
8N06873 8N06873 82.86
8N06874 8N06874 80.97
8N06875 8N06875 81.86
8N06876 8N06876 77.97
8N06877 8N06877 83.86
8N06878 8N06878 79.97
8N06879 8N06879 78.86
8N06880 8N06880 80.97
8N06880 8N06880 80.86
8N06880 8N06880 NA
8N06881 8N06881 79.97
8N06881 8N06881 78.92
8N06881 8N06881 NA
8N06882 8N06882 80.86
8N06882 8N06882 82.43
8N06882 8N06882 81.73
8N06882 8N06882 80.73
8N06882 8N06882 82.23
8N06882 8N06882 83.03
8N06882 8N06882 81.49
8N06883 8N06883 79.97
8N06883 8N06883 79.86
8N06883 8N06883 80.92
8N06883 8N06883 NA
8N06884 8N06884 76.97
8N06885 8N06885 76.41
8N06886 8N06886 78.41
8N06887 8N06887 82.41
8N06887 8N06887 84.43
8N06887 8N06887 83.73
8N06888 8N06888 78.41
8N06889 8N06889 81.41
8N06890 8N06890 77.41
8N06891 8N06891 80.41
8N06892 8N06892 82.41
8N06893 8N06893 82.41
8N06894 8N06894 80.41
8N06894 8N06894 81.92
8N06894 8N06894 81.86
8N06894 8N06894 84.92
8N06894 8N06894 NA
8N06895 8N06895 78.41
8N06895 8N06895 79.86
8N06895 8N06895 80.51
8N06896 8N06896 78.41
8N06897 8N06897 78.41
8N06898 8N06898 81.41
8N06899 8N06899 79.41
8N06900 8N06900 80.41
8N06900 8N06900 81.86
8N06916 8N06916 82.05
8N06916 8N06916 80.43
8N06916 8N06916 81.09
8N06916 8N06916 81.09
8N06916 8N06916 81.43
8N06916 8N06916 NA
8N06916 8N06916 NA
8N06916 8N06916 82.73
8N06916 8N06916 82.49
8N06917 8N06917 81.43
8N06917 8N06917 81.62
8N06917 8N06917 81.43
8N06917 8N06917 80.62
8N06917 8N06917 80.43
8N06917 8N06917 80.05
8N06917 8N06917 80.03
8N06917 8N06917 83.23
8N06920 8N06920 NA
8N06920 8N06920 82.09
8N06920 8N06920 84.92
8N06922 8N06922 79.43
8N06922 8N06922 79.62
8N06922 8N06922 78.09
8N06922 8N06922 NA
8N06922 8N06922 80.43
8N06922 8N06922 NA
8N06928 8N06928 77.43
8N06930 8N06930 82.43
8N06930 8N06930 81.03
8N06930 8N06930 81.03
8N06931 8N06931 NA
8N06931 8N06931 NA
8N06931 8N06931 81
8N06931 8N06931 NA
8N06931 8N06931 NA
8N06941 8N06941 81.43
8N06942 8N06942 82.43
8N06943 8N06943 79.43
8N06943 8N06943 79.43
8N06943 8N06943 79.31
8N06944 8N06944 79.73
8N06944 8N06944 NA
8N06976 8N06976 82.03
8N06979 8N06979 72.35
8N06979 8N06979 76.09
8N06989 8N06989 83.03
8N06993 8N06993 78.71
8N06993 8N06993 NA
8N06999 8N06999 79.71
8N06999 8N06999 80.35
8N13064 8N13064 82.49
8N13073 8N13073 80.23
8N13073 8N13073 79.03
8N13081 8N13081 79.73
8N13081 8N13081 79.03
8N13086 8N13086 80.23
8N13086 8N13086 80.03
8N13086 8N13086 81.73
8N13086 8N13086 80.92
8N13090 8N13090 80.23
8N13090 8N13090 81.03
8N13097 8N13097 80.23
8N13097 8N13097 81.23
8N13097 8N13097 80.92
8N13098 8N13098 80.23
8N13100 8N13100 79.05
8N13100 8N13100 77.49
8N13105 8N13105 79.23
8N13105 8N13105 80.03
8N13113 8N13113 79.73
8N13113 8N13113 NA
8N13114 8N13114 82.23
8N13114 8N13114 81.03
8N13114 8N13114 82.05
8N13114 8N13114 83.78
8N13114 8N13114 NA
8N13116 8N13116 82.05
8N13119 8N13119 80.49
8N13119 8N13119 80.28
8N13119 8N13119 81.86
8N13119 8N13119 NA
8N13132 8N13132 75.73
8N13132 8N13132 75.73
8N13132 8N13132 74.92
8N13135 8N13135 82.05
8N13139 8N13139 80.05
8N13141 8N13141 78.23
8N13143 8N13143 80.49
8N13149 8N13149 79.23
8N13149 8N13149 79.03
8N13216 8N13216 82
8N13286 8N13286 77.49
8N13314 8N13314 NA
8N13333 8N13333 83.03
8N13345 8N13345 79.28
8N13347 8N13347 81.43
8N13347 8N13347 80.78
8N13347 8N13347 81.28
8N13347 8N13347 81.23
8N13355 8N13355 83.05
8N13357 8N13357 78.53
8N13360 8N13360 80.23
8N13360 8N13360 80.5
8N13368 8N13368 80.07
8N13373 8N13373 78.07
8N13401 8N13401 79.92
8N13401 8N13401 79.49
8N13408 8N13408 80.43
8N13408 8N13408 81.78
8N13408 8N13408 80.5
8N13415 8N13415 NA
8N13418 8N13418 80.23
8N13419 8N13419 79.73
8N13419 8N13419 80.49
8N13423 8N13423 81.92
8N13423 8N13423 80.49
8N13425 8N13425 80.92
8N13426 8N13426 79.73
8N13426 8N13426 NA
8N13437 8N13437 78.07
8N13440 8N13440 80.07
8N13440 8N13440 NA
8N13455 8N13455 82.86
8N13455 8N13455 83.39
8N13474 8N13474 NA
8N13479 8N13479 78.49
8N13490 8N13490 83.03
8N13496 8N13496 83.53
8N13524 8N13524 75.07
8N13526 8N13526 80
8N13558 8N13558 79
8N13567 8N13567 83
8N13587 8N13587 80.07
8N13587 8N13587 82
8N13590 8N13590 79.07
8N13601 8N13601 81.73
8N13601 8N13601 82.23
8N13601 8N13601 81.92
8N13602 8N13602 80.73
8N13603 8N13603 78.23
8N13603 8N13603 79.05
8N13604 8N13604 81.73
8N13604 8N13604 81.73
8N13604 8N13604 80.92
8N13605 8N13605 82.23
8N13606 8N13606 79.23
8N13606 8N13606 79.03
8N13607 8N13607 84.23
8N13607 8N13607 83.03
8N13607 8N13607 84.73
8N13607 8N13607 84.92
8N13608 8N13608 78.73
8N13608 8N13608 79.73
8N13608 8N13608 79.42
8N13609 8N13609 77.23
8N13610 8N13610 77.23
8N13611 8N13611 78.73
8N13612 8N13612 79.23
8N13613 8N13613 79.05
8N13614 8N13614 81.05
8N13614 8N13614 82.05
8N13615 8N13615 79.23
8N13615 8N13615 80.03
8N13616 8N13616 80.05
8N13616 8N13616 80.23
8N13616 8N13616 80.92
8N13617 8N13617 79.73
8N13617 8N13617 81.03
8N13617 8N13617 80.73
8N13617 8N13617 80.42
8N13618 8N13618 76.05
8N13619 8N13619 78.73
8N13620 8N13620 79.23
8N13620 8N13620 81.03
8N13620 8N13620 80.23
8N13620 8N13620 79.92
8N13621 8N13621 81.23
8N13621 8N13621 80.03
8N13622 8N13622 82.73
8N13622 8N13622 83.03
8N13622 8N13622 84.49
8N13623 8N13623 81.05
8N13623 8N13623 81.05
8N13624 8N13624 82.73
8N13624 8N13624 83.03
8N13625 8N13625 78.05
8N13625 8N13625 79.49
8N13626 8N13626 79.73
8N13627 8N13627 82.05
8N13628 8N13628 79.73
8N13629 8N13629 77.73
8N13629 8N13629 78.05
8N13630 8N13630 83.05
8N13631 8N13631 80.73
8N13631 8N13631 81.03
8N13632 8N13632 83.73
8N13632 8N13632 83.03
8N13633 8N13633 83.23
8N13634 8N13634 81.73
8N13634 8N13634 81.03
8N13635 8N13635 83.73
8N13635 8N13635 83.03
8N13636 8N13636 82.73
8N13636 8N13636 83.03
8N13637 8N13637 79.05
8N13638 8N13638 79.05
8N13639 8N13639 81.73
8N13639 8N13639 83.05
8N13640 8N13640 81.73
8N13640 8N13640 81.03
8N13641 8N13641 78.73
8N13641 8N13641 78.03
8N13641 8N13641 78.23
8N13641 8N13641 77.92
8N13642 8N13642 76.05
8N13643 8N13643 NA
8N13643 8N13643 NA
8N13643 8N13643 86.49
8N13643 8N13643 85.05
8N13643 8N13643 84.86
8N13643 8N13643 83.99
8N13643 8N13643 84.28
8N13643 8N13643 NA
8N13644 8N13644 83.05
8N13644 8N13644 84.23
8N13644 8N13644 83.92
8N13645 8N13645 82.73
8N13645 8N13645 82.53
8N13646 8N13646 76.05
8N13647 8N13647 81.23
8N13647 8N13647 81.03
8N13648 8N13648 83.73
8N13648 8N13648 84.03
8N13648 8N13648 84.49
8N13649 8N13649 79.73
8N13650 8N13650 77.05
8N13650 8N13650 79.05
8N13650 8N13650 79.78
8N13650 8N13650 78.86
8N13650 8N13650 78.99
8N13650 8N13650 80.28
8N13650 8N13650 78.86
8N13650 8N13650 NA
8N13651 8N13651 79.05
8N13651 8N13651 80.73
8N13651 8N13651 80.92
8N13652 8N13652 76.05
8N13653 8N13653 81.23
8N13653 8N13653 80.03
8N13654 8N13654 79.73
8N13654 8N13654 81.03
8N13654 8N13654 80.23
8N13654 8N13654 79.92
8N13655 8N13655 80.5
8N13656 8N13656 80.73
8N13657 8N13657 79.73
8N13658 8N13658 81.5
8N13659 8N13659 77.05
8N13660 8N13660 80.5
8N13661 8N13661 82.05
8N13663 8N13663 83.5
8N13664 8N13664 81.5
8N13665 8N13665 80.05
8N13666 8N13666 80.5
8N13667 8N13667 81.73
8N13668 8N13668 82.23
8N13669 8N13669 82.73
8N13670 8N13670 78.73
8N13671 8N13671 81.73
8N13672 8N13672 81.05
8N13673 8N13673 79.05
8N13674 8N13674 83.5
8N13675 8N13675 77.5
8N13676 8N13676 82.05
8N13677 8N13677 80.5
8N13678 8N13678 80.23
8N13679 8N13679 78.05
8N13680 8N13680 77.73
8N13681 8N13681 80.5
8N13682 8N13682 81.05
8N13683 8N13683 78.5
8N13684 8N13684 82.05
8N13685 8N13685 82.05
8N13686 8N13686 80.5
8N13687 8N13687 80.05
8N13688 8N13688 84.05
8N13689 8N13689 77.5
8N13690 8N13690 78.05
8N13691 8N13691 81.05
8N13692 8N13692 75.5
8N13693 8N13693 83.5
8N13694 8N13694 80.05
8N13695 8N13695 83.23
8N13696 8N13696 76.5
8N13697 8N13697 77.05
8N13698 8N13698 82.5
8N13699 8N13699 74.73
8N13700 8N13700 78.23
8N13706 8N13706 80.23
8N13706 8N13706 81.5
8N13717 8N13717 81.49
8N13728 8N13728 NA
8N13745 8N13745 78.28
8N13797 8N13797 79.28
8N13801 8N13801 79.73
8N13803 8N13803 84.09
8N13806 8N13806 79.09
8N13809 8N13809 80.09
8N13810 8N13810 77.09
8N13811 8N13811 79.09
8N13813 8N13813 NA
8N13815 8N13815 NA
8N13816 8N13816 80.09
8N13820 8N13820 83.09
8N13821 8N13821 82.73
8N13822 8N13822 79.73
8N13823 8N13823 77.73
8N13824 8N13824 79.23
8N13825 8N13825 78.73
8N13826 8N13826 80.73
8N13827 8N13827 81.23
8N13828 8N13828 81.09
8N13829 8N13829 83.09
8N13830 8N13830 81.09
8N13831 8N13831 81.09
8N13832 8N13832 82.09
8N13833 8N13833 81.09
8N13834 8N13834 80.09
8N13835 8N13835 78.09
8N13836 8N13836 80.09
8N13837 8N13837 79.09
8N13838 8N13838 81.09
8N13839 8N13839 78.09
8N13840 8N13840 80.09
8N13841 8N13841 78.09
8N13842 8N13842 82.09
8N13843 8N13843 79.09
8N13844 8N13844 79.09
8N13845 8N13845 82.09
8N13846 8N13846 81.09
8N13847 8N13847 84.09
8N13848 8N13848 81
8N13849 8N13849 80
8N13850 8N13850 81
8N13851 8N13851 79
8N13852 8N13852 81
8N13853 8N13853 80.09
8N13854 8N13854 80.09
8N13855 8N13855 80.09
8N13856 8N13856 79.09
8N13856 8N13856 79.05
8N13857 8N13857 80.09
8N13858 8N13858 81.09
8N13859 8N13859 78.09
8N13860 8N13860 80.09
8N13861 8N13861 80.09
8N13862 8N13862 77.09
8N13863 8N13863 80.09
8N13864 8N13864 81
8N13865 8N13865 82
8N13866 8N13866 82
8N13867 8N13867 80
8N13868 8N13868 80
8N13869 8N13869 85
8N13870 8N13870 81
8N13871 8N13871 77.09
8N13872 8N13872 83
8N13873 8N13873 79.09
8N13874 8N13874 81
8N13875 8N13875 76.09
8N13875 8N13875 NA
8N13876 8N13876 81.59
8N13877 8N13877 81
8N13878 8N13878 81
8N13879 8N13879 80.09
8N13880 8N13880 81
8N13881 8N13881 77.09
8N13882 8N13882 80
8N13883 8N13883 84
8N13884 8N13884 80.92
8N13885 8N13885 79.92
8N13886 8N13886 79.92
8N13887 8N13887 77.92
8N13888 8N13888 80.92
8N13889 8N13889 81
8N13890 8N13890 83.92
8N13891 8N13891 82.92
8N13892 8N13892 83.92
8N13893 8N13893 83.92
8N13894 8N13894 78.92
8N13895 8N13895 78.92
8N13896 8N13896 78.92
8N13897 8N13897 81.92
8N13898 8N13898 82.92
8N13899 8N13899 80.92
8N13900 8N13900 80.09
8N13915 8N13915 82
8N13923 8N13923 80.23
8N13923 8N13923 80
8N13926 8N13926 82
8N13927 8N13927 79.73
8N13927 8N13927 79
8N13927 8N13927 80.73
8N13927 8N13927 80.5
8N13928 8N13928 79.73
8N13928 8N13928 79
8N13928 8N13928 78.5
8N13928 8N13928 77.49
8N13929 8N13929 80.05
8N13929 8N13929 81.78
8N13929 8N13929 81.05
8N13930 8N13930 80
8N13930 8N13930 81.49
8N13931 8N13931 83
8N13931 8N13931 80.5
8N13932 8N13932 82.05
8N13933 8N13933 83.23
8N13933 8N13933 82.5
8N13933 8N13933 83.5
8N13934 8N13934 80.05
8N13934 8N13934 83.05
8N13937 8N13937 82.99
8N13948 8N13948 83.43
8N13948 8N13948 82.78
8N13948 8N13948 83.49
8N13948 8N13948 83
8N13948 8N13948 83.23
8N13949 8N13949 81.73
8N13949 8N13949 80
8N13949 8N13949 82
8N13951 8N13951 80.05
8N13951 8N13951 81
8N13954 8N13954 80.5
8N13955 8N13955 79.05
8N13956 8N13956 80.5
8N13956 8N13956 79.5
8N13956 8N13956 80.5
8N13962 8N13962 81
8N13962 8N13962 81
8N13967 8N13967 82.05
8N13968 8N13968 76
8N13970 8N13970 76.55
8N13970 8N13970 78
8N13971 8N13971 80.23
8N13971 8N13971 78.5
8N13974 8N13974 82.73
8N13974 8N13974 84.28
8N13974 8N13974 84.86
8N13974 8N13974 85
8N13974 8N13974 85.05
8N13975 8N13975 81.23
8N13976 8N13976 81.5
8N13977 8N13977 82.5
8N13981 8N13981 82.23
8N13981 8N13981 82
8N13983 8N13983 80
8N13984 8N13984 78.05
8N13984 8N13984 79.05
8N13984 8N13984 78.05
8N13985 8N13985 79
8N13986 8N13986 82
8N13986 8N13986 81.49
8N13986 8N13986 81.5
8N14001 8N14001 80.43
8N14002 8N14002 82.43
8N14002 8N14002 83.73
8N14002 8N14002 81
8N14003 8N14003 81.73
8N14003 8N14003 81.73
8N14004 8N14004 78.73
8N14004 8N14004 79
8N14004 8N14004 78
8N14004 8N14004 79.73
8N14005 8N14005 79.43
8N14005 8N14005 80
8N14006 8N14006 NA
8N14007 8N14007 76.43
8N14008 8N14008 77.73
8N14009 8N14009 78.93
8N14009 8N14009 78.31
8N14010 8N14010 78.43
8N14010 8N14010 78
8N14010 8N14010 77
8N14010 8N14010 78
8N14011 8N14011 80.93
8N14012 8N14012 79.93
8N14012 8N14012 81.07
8N14014 8N14014 81.43
8N14015 8N14015 80.43
8N14015 8N14015 80
8N14015 8N14015 80.07
8N14015 8N14015 80.73
8N14015 8N14015 80.99
8N14016 8N14016 79.73
8N14016 8N14016 80.73
8N14016 8N14016 80.73
8N14016 8N14016 81.43
8N14016 8N14016 81.28
8N14016 8N14016 79.99
8N14016 8N14016 80.86
8N14016 8N14016 79.05
8N14017 8N14017 78.23
8N14017 8N14017 78.73
8N14017 8N14017 79.99
8N14017 8N14017 78.86
8N14018 8N14018 84
8N14018 8N14018 NA
8N14018 8N14018 83.73
8N14018 8N14018 84.5
8N14022 8N14022 84
8N14022 8N14022 82.05
8N14022 8N14022 82
8N14022 8N14022 82.49
8N14022 8N14022 83.49
8N14022 8N14022 83.05
8N14022 8N14022 83.86
8N14023 8N14023 79
8N14023 8N14023 77.03
8N14031 8N14031 80.5
8N14031 8N14031 81.86
8N14031 8N14031 NA
8N14031 8N14031 NA
8N14031 8N14031 84.05
8N14033 8N14033 76.03
8N14041 8N14041 81.23
8N14041 8N14041 81.5
8N14050 8N14050 81.05
8N14050 8N14050 81
8N14050 8N14050 83
8N14051 8N14051 81
8N14052 8N14052 83.73
8N14052 8N14052 82.5
8N14052 8N14052 81.5
8N14057 8N14057 80.05
8N14057 8N14057 78.5
8N14057 8N14057 78
8N14057 8N14057 81
8N14064 8N14064 81.73
8N14089 8N14089 78.05
8N14089 8N14089 78.43
8N14089 8N14089 77.28
8N14101 8N14101 82.73
8N14102 8N14102 78.73
8N14103 8N14103 80.73
8N14104 8N14104 82.23
8N14105 8N14105 84
8N14105 8N14105 NA
8N14106 8N14106 81
8N14109 8N14109 80.5
8N14109 8N14109 80.5
8N14109 8N14109 80.73
8N14111 8N14111 80.5
8N14111 8N14111 79.86
8N14113 8N14113 80.73
8N14115 8N14115 NA
8N14116 8N14116 81.5
8N14116 8N14116 81.05
8N14116 8N14116 82.43
8N14116 8N14116 81.28
8N14116 8N14116 82.99
8N14119 8N14119 80.5
8N14119 8N14119 78
8N14119 8N14119 78
8N14119 8N14119 79.5
8N14119 8N14119 78.23
8N14119 8N14119 78
8N14119 8N14119 80.05
8N14127 8N14127 80.23
8N14127 8N14127 80.05
8N14143 8N14143 80
8N14143 8N14143 80
8N14143 8N14143 80.73
8N14148 8N14148 NA
8N14149 8N14149 80.07
8N14149 8N14149 80.73
8N14152 8N14152 81
8N14157 8N14157 82
8N14157 8N14157 82.49
8N14161 8N14161 82.23
8N14161 8N14161 82.28
8N14162 8N14162 82.05
8N14162 8N14162 81.23
8N14164 8N14164 81.55
8N14164 8N14164 82
8N14164 8N14164 81.28
8N14166 8N14166 81.5
8N14166 8N14166 81
8N14166 8N14166 82.23
8N14166 8N14166 83
8N14167 8N14167 79.03
8N14167 8N14167 79
8N14167 8N14167 77.05
8N14176 8N14176 NA
8N14176 8N14176 79
8N14176 8N14176 79.73
8N14176 8N14176 79.5
8N14178 8N14178 77
8N14178 8N14178 76.49
8N14181 8N14181 74.03
8N14181 8N14181 77.92
8N14181 8N14181 75.5
8N14186 8N14186 80
8N14187 8N14187 81
8N14187 8N14187 81.05
8N14187 8N14187 80.28
8N14188 8N14188 81
8N14188 8N14188 81
8N14188 8N14188 79.99
8N14189 8N14189 80.5
8N14189 8N14189 80.23
8N14201 8N14201 76.05
8N14212 8N14212 80.07
8N14220 8N14220 78.5
8N14220 8N14220 78.49
8N14220 8N14220 79
8N14220 8N14220 78.5
8N14225 8N14225 80
8N14225 8N14225 79.49
8N14225 8N14225 80
8N14225 8N14225 80
8N14227 8N14227 83.5
8N14227 8N14227 83.05
8N14231 8N14231 79.23
8N14236 8N14236 78.09
8N14237 8N14237 82.09
8N14238 8N14238 75.09
8N14239 8N14239 79.09
8N14240 8N14240 78.09
8N14241 8N14241 80.09
8N14242 8N14242 81.09
8N14243 8N14243 81.09
8N14244 8N14244 77.09
8N14245 8N14245 78.09
8N14246 8N14246 79.09
8N14246 8N14246 NA
8N14247 8N14247 80.09
8N14248 8N14248 80.09
8N14249 8N14249 84.09
8N14250 8N14250 80.09
8N14251 8N14251 77.09
8N14252 8N14252 80.09
8N14253 8N14253 80.09
8N14254 8N14254 79.09
8N14255 8N14255 80.09
8N14256 8N14256 79.09
8N14257 8N14257 80.09
8N14258 8N14258 82.09
8N14259 8N14259 81.09
8N14260 8N14260 82.09
8N14261 8N14261 80.09
8N14262 8N14262 79.09
8N14263 8N14263 83.09
8N14264 8N14264 80.09
8N14265 8N14265 80.09
8N14266 8N14266 82.09
8N14267 8N14267 77.09
8N14268 8N14268 78.09
8N14269 8N14269 77.09
8N14270 8N14270 82.09
8N14271 8N14271 81.09
8N14272 8N14272 76.09
8N14273 8N14273 80.09
8N14274 8N14274 78.09
8N14275 8N14275 82.09
8N14276 8N14276 78.09
8N14277 8N14277 80.09
8N14278 8N14278 82.09
8N14279 8N14279 80.09
8N14280 8N14280 80.09
8N14281 8N14281 85.09
8N14282 8N14282 80.09
8N14283 8N14283 83.09
8N14284 8N14284 80.09
8N14285 8N14285 79.09
8N14286 8N14286 82.09
8N14287 8N14287 80.09
8N14288 8N14288 82.09
8N14289 8N14289 84
8N14290 8N14290 83
8N14291 8N14291 82.09
8N14292 8N14292 80.09
8N14293 8N14293 81.09
8N14293 8N14293 82.05
8N14294 8N14294 82.09
8N14294 8N14294 81.05
8N14294 8N14294 79.51
8N14295 8N14295 84.09
8N14296 8N14296 76.09
8N14297 8N14297 81.09
8N14298 8N14298 85
8N14299 8N14299 82
8N14300 8N14300 81
8N14301 8N14301 81.09
8N14302 8N14302 79.09
8N14303 8N14303 81.92
8N14304 8N14304 82.92
8N14305 8N14305 81.92
8N14306 8N14306 82.92
8N14307 8N14307 81.92
8N14308 8N14308 85.92
8N14309 8N14309 81.92
8N14310 8N14310 82.92
8N14311 8N14311 78.92
8N14312 8N14312 82.92
8N14313 8N14313 76.92
8N14314 8N14314 83.09
8N14315 8N14315 79.09
8N14315 8N14315 79.09
